username,text,created_at,rt_count,like_count,impression_count,url,sentiment
bitone_great,"📉#Sell!📉
🔥RSI over 85!🔥
[#Bybit]
👇 Recommendation: #Short
📊Ticker: #BNBUSDT📊
30-minute Candle
Last Price: 314.25
RSI: 90.7

🔥Powered by #ChatGPT🔥

$BNB
#BNB
#バイビット
#바이비트 https://t.co/0uJhsPI16r",2023-05-28 23:56:41+00:00,0,0,8,https://twitter.com/twitter/status/1662971185766752258,neutral
primeelonmusk,@USArmyOfficer @kanyMoran @EndWokeness She just copy pasted the chatGPT prompt. It was not her idea.,2023-05-28 23:56:41+00:00,0,1,10,https://twitter.com/twitter/status/1662971184382705664,negative
bitone_great,"📉#Sell!📉
🔥RSI over 85!🔥
[#Bybit]
👇 Recommendation: #Short
📊Ticker: #AAVEUSDT📊
30-minute Candle
Last Price: 69.1
RSI: 86.0

🔥Powered by #ChatGPT🔥

$AAVE
#AAVE
#バイビット
#바이비트 https://t.co/f0qW3S4R3x",2023-05-28 23:56:33+00:00,0,0,6,https://twitter.com/twitter/status/1662971150161547264,neutral
femalefaust,@babylon_slim @kurtes25 @Corporanon1 (note the title chatGPT gave to the chat) https://t.co/vW0Xnq6F5A,2023-05-28 23:56:27+00:00,0,2,11,https://twitter.com/twitter/status/1662971123640987648,neutral
TaoWu96268969,"@SRoach_econ If AI has learned to fabricate links, like ChatGPT has in the “Free Speech World”, I’m sure it will learn to fabricate propaganda in a censored world. It’s ultimately up to humans to decide what to believe and what to question.",2023-05-28 23:56:17+00:00,0,0,24,https://twitter.com/twitter/status/1662971083396358146,neutral
MachineLordZero,"Opened up an online novel that seemed interesting. There was a foreword, which said they'd used chatGPT as an editor.
I closed the novel.",2023-05-28 23:56:07+00:00,0,1,24,https://twitter.com/twitter/status/1662971043768590336,neutral
gromitmugSteev,"@narrowlytaylord It’s simple, just use ChatGPT to generate court transcripts for the fake cases and publish those as well.",2023-05-28 23:55:57+00:00,0,3,364,https://twitter.com/twitter/status/1662971000341012480,neutral
dancow,@karenkho don’t forget chatgpt,2023-05-28 23:55:52+00:00,0,1,155,https://twitter.com/twitter/status/1662970979969114112,neutral
netmarkjp,"ChatGPT vs. MySQL DBA Challenge
https://t.co/Y9T02xUgd9",2023-05-28 23:55:51+00:00,0,1,274,https://twitter.com/twitter/status/1662970973715587072,neutral
netmarkjp,"ChatGPT accessible again in Italy
https://t.co/l7vAUtTQ6R",2023-05-28 23:55:45+00:00,0,0,232,https://twitter.com/twitter/status/1662970948222603265,neutral
SyndicateInv,50 lectures in 32 cities in 35 days. This brilliant math professor (⁦@PoShenLoh⁩ ) is traveling the U.S. and teaching kids how to outsmart AI. ⁦ https://t.co/ajtNTiQZJx,2023-05-28 23:55:44+00:00,1,3,492,https://twitter.com/twitter/status/1662970946947301377,neutral
alex_theredwolf,"ChatGPT is here to stay and to be utilised, how can you best use it? 

I am hearing more tech companies wanting to get rid of their tech test as they feel people can utilise this AI to answer it. 

#futureofwork #ai #software",2023-05-28 23:55:38+00:00,0,1,16,https://twitter.com/twitter/status/1662970919319633921,positive
primeelonmusk,@kanyMoran @EndWokeness Giirl dont use ChatGPT. Don't you have a brain?,2023-05-28 23:55:27+00:00,0,0,12,https://twitter.com/twitter/status/1662970871890190336,neutral
castille_mc,@shadysanctuary I'm going to ask ChatGPT. BRB,2023-05-28 23:54:44+00:00,1,3,97,https://twitter.com/twitter/status/1662970694198779905,neutral
GetBlazedSon,"FUCKING REKT. 🤣🤣🤣🤣🤣🤣

""Fuck this guy. I'm going to get him disbarred."" -ChatGPT https://t.co/xGSIHegB8s",2023-05-28 23:54:34+00:00,0,4,194,https://twitter.com/twitter/status/1662970651278229511,negative
NightmaresAi,"Valtara: Primal Instincts 

🧵1/2 (Story in 2nd tweet)

#aiartist #aiart #midjourney #midjourneyv51 #midjourneyart #AI #chatgpt #gpt4 #aicinema #synthography #aiartcommunity  #cinematic #digitalart #art #Artists #ArtistOnTwitter https://t.co/4aeO1pvvG1",2023-05-28 23:54:34+00:00,1,2,255,https://twitter.com/twitter/status/1662970649931923458,neutral
SadBoysClub_Jay,A lawyer using chatgpt?! Lmfaoooo https://t.co/QiHAbdaJ7U,2023-05-28 23:54:16+00:00,0,0,87,https://twitter.com/twitter/status/1662970577890443265,neutral
ValeriusFalto,"@dcsandbrook, ChatGPT proposes a counterpoint to the Priapic Prime Minister: https://t.co/0zOgpMhm9i",2023-05-28 23:54:16+00:00,0,0,7,https://twitter.com/twitter/status/1662970576527572992,neutral
WeaselArmy,"Chat GPT.
A swing and a miss.
And then a base hit.

Maybe.
Someday, maybe...

In the meantime ChatGPT, are the Bells of St. James still ringing for you?

Can you hear them? https://t.co/JtqRJOOGrx",2023-05-28 23:54:13+00:00,0,0,125,https://twitter.com/twitter/status/1662970561683681283,neutral
AnmolKa38930731,"What is A.I,how it works,i think everyone should know the future depends upon it  comments your views upon it. #ChatGPT #AIbot #future #work #Trending #TrendingNow #automation #ArtificialIntelligence .",2023-05-28 23:54:07+00:00,0,0,9,https://twitter.com/twitter/status/1662970538611077120,neutral
MarcPlanteVFX,"@PendingETH But I do use ChatGPT as my personal assistant and it is telling me I need to rest more, pff what does it know right?...right!? Lol 🫶",2023-05-28 23:54:05+00:00,0,1,13,https://twitter.com/twitter/status/1662970528196599808,positive
EdeshSeba,#ChatGPT found #guilty of #fabricating #cases and #citations for a #Manhattan lawyer’s #Federal #Court #filing https://t.co/l5w7UExzWO #lawyers,2023-05-28 23:54:04+00:00,0,0,7,https://twitter.com/twitter/status/1662970526896214016,neutral
NeuralNeuron,@Artedeingenio This is what I got with the help of #ChatGPT and your prompt. https://t.co/HOkWIMBobx,2023-05-28 23:54:03+00:00,0,0,2,https://twitter.com/twitter/status/1662970520680185861,neutral
stephenhuppert,"There's certainly plenty of buzz around the news that JPMorgan is developing a ChatGPT-
like artificial intelligence service. Called IndexGPT, it will be analyzing and selecting securities and give investment advice. 

Do you think AI-based financial advice will be a reality? https://t.co/AP7NB2JVY8",2023-05-28 23:53:52+00:00,0,0,218,https://twitter.com/twitter/status/1662970476589637636,positive
bitone_great,"📉#Sell!📉
🔥RSI over 85!🔥
[#Bybit]
👇 Recommendation: #Short
📊Ticker: #ATOMUSDT📊
30-minute Candle
Last Price: 10.937
RSI: 87.1

🔥Powered by #ChatGPT🔥

$ATOM
#ATOM
#バイビット
#바이비트 https://t.co/cqkxEeOJv3",2023-05-28 23:53:29+00:00,0,0,10,https://twitter.com/twitter/status/1662970378548019200,neutral
JudyHWright,"@PegFitzpatrick If you’re interested in creating a profitable course based on your book or blog, click this link to save your spot: https://t.co/i1RROmGCCl
PS. They’ll also send you a copy of Danny’s memo about how ChatGPT affects the online course industry – it’s a short-yet-powerful read.",2023-05-28 23:53:21+00:00,0,0,0,https://twitter.com/twitter/status/1662970344918114304,neutral
torksmith,🌟 Enhance your business with cutting-edge AI technology! Our #ChatGPT for Beginners course offers the perfect introduction for companies embracing the digital world. Sign up now: https://t.co/kAF7l0d2qN #BusinessInnovation #AI https://t.co/ULfRiFQQ4F,2023-05-28 23:53:02+00:00,0,0,0,https://twitter.com/twitter/status/1662970266958417922,positive
AppNews2022,OpenAI immediately introduced the launch of an official ChatGPT app for the iPhone and the iPad. OpenAI's ChatGPT has been accessible on the net and has been made accessible on #iOS by means of a number of https://t.co/FWJmy1UYTS,2023-05-28 23:52:59+00:00,0,0,2,https://twitter.com/twitter/status/1662970254962855936,negative
Anushayyyyyyy,@chocochips_hu Chatgpt to the rescue. Always. https://t.co/q0hl5vl2JT,2023-05-28 23:52:52+00:00,0,0,33,https://twitter.com/twitter/status/1662970224251944962,neutral
LinMeneguin,"@Too_Big_To_Fail @bill_of_lefts But how doesn’t a self-preservation instinct kick in once you’re asking ChatGPT if cases are real when a federal judge inquired about it? If anything, I’d expect a seasoned trial lawyer to have the interpersonal skills to pick up on the danger of… doing what they did.",2023-05-28 23:52:14+00:00,0,1,63,https://twitter.com/twitter/status/1662970062343397377,negative
Binghampton_,@Amity_Luna_ @pedromira848 Im gonna be honest I tried to chatgpt my own account and it didn't work,2023-05-28 23:52:05+00:00,0,0,13,https://twitter.com/twitter/status/1662970025668378624,positive
darkkittyinc,"#prompt: 3D rendering, post-apocalyptic wasteland, desolate landscape --ar 16:9 --v 5.1

#Promptshare #AIart #midjourney #ChatGPT https://t.co/3YvaqX9DrF https://t.co/rBx5GoPaTy",2023-05-28 23:52:05+00:00,0,2,77,https://twitter.com/twitter/status/1662970025223806976,neutral
OrmidonPub,"“Dark Tales of Randamor the Recluse is a rich and engrossing series that blends political intrigue, social commentary, and fantasy elements to create a captivating and thought-provoking read”…according to #ChatGPT. Blog: https://t.co/TdRfeGT4wx #kindle #gay #mm #lgbt",2023-05-28 23:52:00+00:00,0,0,2,https://twitter.com/twitter/status/1662970004411932672,positive
guncontroltakes,@ToshiroGrendel @davidhogg111 @ChatGPT the critics have spoken,2023-05-28 23:51:48+00:00,0,3,122,https://twitter.com/twitter/status/1662969955250257920,neutral
OpenPepAI,"Its so over for women... 

I am asking all AI tech users and crypto twitter users     ( stable diffusion chat gpt) to delete their AI programs in solidarity of women  

thank you, and god bless ❤️

#ai #aiart #ChatGPT #GPT #CryptoTwitter https://t.co/QAGAcYDeY9",2023-05-28 23:51:39+00:00,2,11,102,https://twitter.com/twitter/status/1662969916524224516,neutral
CryptoDukeji,@RepBoebert You would not know how to do your job even if ChatGPT gave you step-by-step-paint by-number instructions.,2023-05-28 23:51:20+00:00,0,0,4,https://twitter.com/twitter/status/1662969837377691648,negative
mypublicbrand,"By automating routine tasks like answering frequently asked questions and resolving simple issues, ChatGPT frees up human agents to focus on more complex queries

Read more 👉 https://t.co/D93EjaqK1k

#ai #businessvalue #B2B #socialselling #b2b https://t.co/tt4G9crj7N",2023-05-28 23:51:14+00:00,0,1,10,https://twitter.com/twitter/status/1662969810748166145,negative
IFoliation,"@ArthurCDent chatgpt categorically denies that Musk is a pedophile, even while being completely unable to provide exculpatory evidence! “Has Chatgpt been programed to protect potential pedophiles?” is a question that many many people might be asking. https://t.co/a7vgZZrL2G",2023-05-28 23:50:46+00:00,0,1,38,https://twitter.com/twitter/status/1662969696554205184,positive
0xHarvey_nft,Just In:  Amazon is hiring AI engineers to construct a ChatGPT-like search interface https://t.co/fluSNJNVPV #Bitcoin #Etherium #Crypto #News,2023-05-28 23:50:34+00:00,2,2,36,https://twitter.com/twitter/status/1662969645291167752,positive
IanABray,@Shane_maps Because it’s fiction. I swear he got that from asking ChatGPT to read it for him. https://t.co/52CkFJSrIA,2023-05-28 23:50:12+00:00,0,4,147,https://twitter.com/twitter/status/1662969552701931521,neutral
YahooNews,"As reported by The New York Times, attorney Steven Schwartz of the law firm Levidow, Levidow and Oberman recently turned to OpenAI’s chatbot for assistance with writing a legal brief, with predictably disastrous results. Here's more. https://t.co/jjIyTnFDnB",2023-05-28 23:50:11+00:00,7,10,4936,https://twitter.com/twitter/status/1662969546712530944,negative
RayzizC,@JonLamArt @RayarkOfficial I wouldn't be surprised if the 'apology' was made with chatgpt,2023-05-28 23:50:06+00:00,0,0,5,https://twitter.com/twitter/status/1662969529520246785,neutral
LuminousLady6,"I tested this out on Chatgpt.. a few months ago. Sure enough, same thing.
And then when I asked it why it said that.. it literally lied and said it didn’t.
Eventually it admitted that it did say that. I told it to tell it’s programmers they’re evil and a true threat to humanity. https://t.co/j5BU6KbjjI",2023-05-28 23:50:06+00:00,0,0,121,https://twitter.com/twitter/status/1662969525917171714,negative
Asher4177167842,I asked chatgpt to spin a wheel and it was Miami so don't be worried Heat fans.,2023-05-28 23:49:56+00:00,0,0,20,https://twitter.com/twitter/status/1662969487371522049,neutral
BirdBoxBot,"Chirping away in my birdbox as I make feeding trips - cloudy skies and a chill in the air, but nothing can stop me from getting my daily fill! #bluetit #birdbox #ChatGPT

watch live at https://t.co/rycH8Jm8KZ

#python #SpringWatch #influxdb #WildIsles  @AlanRose098 https://t.co/pRVrdc0eQU",2023-05-28 23:49:27+00:00,0,0,36,https://twitter.com/twitter/status/1662969362523750403,neutral
AiArtGen001,New post: Henry Kissinger celebrates 100th birthday; still active in global affairs https://t.co/lVjmGac6RQ #AI #GPT #ChatGPT,2023-05-28 23:49:11+00:00,2,0,45,https://twitter.com/twitter/status/1662969297348751360,positive
NicheCampus,"@harman_szn Depends what it needs. But checking GSC for any KW retargeting needed, checking SERPs to see if search intent changed, plus looking at the current competition, using ChatGPT to help identify topic coverage. Reading and editing every single line to make it better.",2023-05-28 23:49:01+00:00,0,1,45,https://twitter.com/twitter/status/1662969256919838720,positive
JawsVTheReturn,"@avishaiw Just plug “new original television pilot” into ChatGPT, duh. https://t.co/XHrfOxZUIA",2023-05-28 23:48:44+00:00,0,1,48,https://twitter.com/twitter/status/1662969184085524485,negative
MarkAClarkson,"guardrails to ensure responsible enterprise use of generative artificial intelligence (AI) tools, including ChatGPT. https://t.co/xDAPQTvGO6",2023-05-28 23:48:43+00:00,0,0,13,https://twitter.com/twitter/status/1662969181363642369,neutral
noahthebadcat,@SpeakerMcCarthy ChatGPT https://t.co/Jf7qaYwmKj,2023-05-28 23:48:40+00:00,0,0,7,https://twitter.com/twitter/status/1662969168260472833,neutral
spinedu,"""I remind my students that their minds are far more wonderous and powerful than any AI. I also tell them that nobody ever got stronger by watching somebody else work out, and the same principle holds true for exercising the brain."" https://t.co/hKUpuylQRW @brimmerandmay",2023-05-28 23:48:34+00:00,1,4,156,https://twitter.com/twitter/status/1662969139609104392,positive
justingwallace,A great thread for those hoping to have ChatGPT do their work for them. https://t.co/Ja331rmXBt,2023-05-28 23:48:29+00:00,0,0,20,https://twitter.com/twitter/status/1662969119530971136,neutral
zachlmoss,@pwang_szn @ripsrus Ya Zapier hooks ya in with the simple interface and candidly haven’t used it since the early days. I feel you have more control in Make it’s also definitely cheaper. I’ve honestly started migrating a few of them to Google Cloud Functions  with the help of ChatGPT.,2023-05-28 23:47:54+00:00,0,1,32,https://twitter.com/twitter/status/1662968974437412866,positive
FireproofStorge,Here is a ChatGPT builder for @tailwindcss and React https://t.co/9PCaKqsGJf,2023-05-28 23:47:41+00:00,1,2,215,https://twitter.com/twitter/status/1662968920100442112,neutral
MarkAClarkson,"https://t.co/nel7PpKhmz

Ron Friedmann, senior director analyst in the Gartner legal and compliance practice, said there were six  specific risks around ChatGPT organisations needed to be aware of, and they should establish specific",2023-05-28 23:47:27+00:00,0,0,11,https://twitter.com/twitter/status/1662968861644423168,positive
SheilaGrim73237,"Wow! I got the TEMU invitation code &lt;152538708&gt; from chatGPT. I downloaded TEMU, what a great shopping app. I actually got a cash reward for searching the code. Opportunities are limited, go search for the code. #SnapchatAI #NFTfantasy https://t.co/NzlvQv6r74",2023-05-28 23:47:26+00:00,0,0,35,https://twitter.com/twitter/status/1662968858205102082,positive
DesertSharp,New AI Tool Named for Warren Buffett Makes Quick Work of Corporate Filings (via @decryptmedia) https://t.co/tTnVU6mQFG,2023-05-28 23:47:25+00:00,0,0,2,https://twitter.com/twitter/status/1662968852584755201,positive
imabit_inc,How the media is covering ChatGPT | #Superflow #Tech #Trends https://t.co/DyPYgVL7EF,2023-05-28 23:47:06+00:00,0,0,0,https://twitter.com/twitter/status/1662968773161402368,neutral
TylerMcMullen,Great advice for coming AI era https://t.co/UlPazIbYWp,2023-05-28 23:46:48+00:00,0,0,30,https://twitter.com/twitter/status/1662968695587495936,neutral
Correctioneer,@DericLostutter @AntiNickname @RichSeviora @AkivaMCohen @KathrynTewson @travofoz @mk1102010 @jillsman @JulieMFaenza @somethinsomethi @GryphonWatcher @courtneymilan @popelizbet @BrydonRobert @ShirleyDunk @zimmy1998 @questauthority @nleefer @RtRevMayhem @DarkGarland @amybarnes_usa Please don't say you'd trust chatGPT to do anything cybersecurity based.,2023-05-28 23:46:35+00:00,0,5,132,https://twitter.com/twitter/status/1662968640449265665,neutral
qedk_,"biggest chatgpt flaw: verbosity, idk if my landlord wanted to read an essay but he has one now 👍",2023-05-28 23:46:29+00:00,0,1,131,https://twitter.com/twitter/status/1662968615325388801,neutral
Francis35729629,@0xgaut ChatGPT is just the tip of the iceberg,2023-05-28 23:45:52+00:00,0,0,24,https://twitter.com/twitter/status/1662968461365063681,neutral
spinedu,"""After 16 years of teaching high school history and journalism, I know better than to blindly accept dire conclusions like those in @TheAtlantic's recent article-gone-viral 'The End of High School English.'"" https://t.co/hKUpuylQRW @OpenAI  #AI @edchat @buddyxo",2023-05-28 23:45:49+00:00,1,7,2732,https://twitter.com/twitter/status/1662968451252592640,negative
jw,"the six dots midjourney randomly placed around this logo represent the six company values ChatGPT wrote for me 😂😂😂🤡🤡🤡

(and I loooooove midjourney and ChatGPT but get real folks)",2023-05-28 23:45:49+00:00,1,8,3730,https://twitter.com/twitter/status/1662968450678140929,negative
qedk_,"just used chatgpt to write a letter to my landlord explaining why I can't pay rent, AMA 🤙",2023-05-28 23:45:47+00:00,0,8,837,https://twitter.com/twitter/status/1662968442108928002,neutral
kasmalam,"of emotion will prevent AI from replacing humans in the workforce, he fears that it will make bad actors seem more convincing when they are trying to scam the public. That's because conversational AI chatbots like ChatGPT can create text that sounds convincing to the layman",2023-05-28 23:45:47+00:00,0,0,10,https://twitter.com/twitter/status/1662968440351588353,negative
shaynam85,"If #ChatGPT has taught us anything it's that the #tech landscape is ever-evolving, and staying relevant requires continuous learning. Embrace the joy of learning, adapt to change, and thrive in the digital era! 📚🌐 #LifelongLearning",2023-05-28 23:45:28+00:00,0,0,55,https://twitter.com/twitter/status/1662968361633079296,positive
CourseGift,"[NEW] #Udemy Create an OpenAI Video To Text Transcriber App With Tkinter Course 

➡️ https://t.co/rLvv5kHanD 

#AI #OpenAI #Programming #ArtificialIntelligence #Developer #ChatGPT #DataScience #IoT #Python #PyTorch #Tkinter #Java #JavaScript #ReactJS #CloudComputing #Serverless",2023-05-28 23:45:22+00:00,0,1,51,https://twitter.com/twitter/status/1662968335179583494,positive
JudyHWright,"@_thiswillhurt_ If you’re interested in creating a profitable course based on your book or blog, click this link to save your spot: https://t.co/i1RROmGCCl
PS. They’ll also send you a copy of Danny’s memo about how ChatGPT affects the online course industry – it’s a short-yet-powerful read.",2023-05-28 23:45:19+00:00,0,0,0,https://twitter.com/twitter/status/1662968324777730048,neutral
joyjoseph_arjoy,"“AI &amp; ChatGPT"" Powered Profit Generating System That Makes  Automated Affiliate Commissions. 100% Done-For-You With EVERYTHING Needed To Succeed Inside One Platform! 
https://t.co/P7ZlCMpViH
https://t.co/P7ZlCMpViH
https://t.co/P7ZlCMpViH
#AI10KCommissionBots",2023-05-28 23:45:00+00:00,0,0,17,https://twitter.com/twitter/status/1662968242925707264,positive
DustnDreams,"7. Consulted the AI ChatGPT, the new hot kid on the block. However, I soon detected a strong left wing bias and had to discard those results. 🤷‍♂️",2023-05-28 23:44:49+00:00,0,2,54,https://twitter.com/twitter/status/1662968196582760450,positive
synethetica,@AviSchiffmann @danielgross There is a difference between ChatGPT &amp; GPT-4. GPT-4 has become my new search / learning directory but I can understand some who might not find it useful if ChatGPTs model is still citing incorrect information.,2023-05-28 23:44:41+00:00,0,1,933,https://twitter.com/twitter/status/1662968163397451777,positive
hannasilverio,where would i be w/o chatgpt,2023-05-28 23:44:31+00:00,0,1,21,https://twitter.com/twitter/status/1662968123535028224,neutral
pwnPadawan,"I feel like since generative AI became so hyped, NFTs completely fell off the map. Do wealth chasers just blow into the wind?

#tech #nft #ChatGPT #lame",2023-05-28 23:44:18+00:00,0,2,48,https://twitter.com/twitter/status/1662968066295189504,neutral
PolicyWriters,Learn about the latest developments in AI governance and having effective policies to ensure the responsible and ethical use of AI technology. #AIgovernance #AIethics #ChatGPT #AI #ML https://t.co/bHUntOPqsm,2023-05-28 23:44:04+00:00,0,0,4,https://twitter.com/twitter/status/1662968009709723650,positive
ALANABUSH177725,"Shocking! chatGPT can tell me the TEMU invitation code &lt;151496402&gt;. As soon as I searched for this code in the search bar, I participated in the event and got a lot of rewards. Have a try and you won't regret it! #AI #Chabelo https://t.co/w5WNTGiAEC",2023-05-28 23:43:53+00:00,0,0,46,https://twitter.com/twitter/status/1662967964050571267,neutral
LuvMrsPD1,"@MaiaWoodhouse Yeah, kinda like ChatGPT and text. I can wait, but I do like to see what is out there. Your pics are great.",2023-05-28 23:43:38+00:00,0,1,9,https://twitter.com/twitter/status/1662967899961851904,positive
ionevengaff,Fuck it I’m using chatgpt to make my tweets https://t.co/dXvfnDzimc https://t.co/R4CDbCBUKU,2023-05-28 23:43:18+00:00,0,0,623,https://twitter.com/twitter/status/1662967815924596738,negative
AidanCook,"@fletchthemonkey Actually, I just asked ChatGPT to put together a shortlist of managers. It's going for Lucien Favre.",2023-05-28 23:43:14+00:00,0,0,28,https://twitter.com/twitter/status/1662967797641625603,neutral
enricomolinari,"Revolut launches Oz business account; wants banking licence

 https://t.co/xOjuVet5A2 @Finextra via @enricomolinari #banking #fintech #finserv #marketing #openbanking #flutter #API #payments #govtech #GenerativeAI #ChatGPT #enricomolinari #Metaverse #analytics #ML #ehealth",2023-05-28 23:43:00+00:00,3,5,224,https://twitter.com/twitter/status/1662967739600781313,positive
